date,adjclose
2021-09-07,47.504974365234375
2021-09-08,46.81147003173828
2021-09-09,46.72256088256836
2021-09-10,46.669212341308594
2021-09-13,46.7936897277832
2021-09-14,46.4024772644043
2021-09-15,46.39358901977539
2021-09-16,45.8690185546875
2021-09-17,45.67340850830078
2021-09-20,44.446441650390625
2021-09-21,44.77540588378906
2021-09-22,45.33555603027344
2021-09-23,45.69119644165039
2021-09-24,45.148834228515625
2021-09-27,45.44224548339844
2021-09-28,44.855430603027344
2021-09-29,44.43754577636719
2021-09-30,44.793190002441406
2021-10-01,44.748741149902344
2021-10-04,44.090797424316406
2021-10-05,44.401981353759766
2021-10-06,44.15304183959961
2021-10-07,45.015472412109375
2021-10-08,45.18440628051758
2021-10-11,45.095489501953125
2021-10-12,44.864322662353516
2021-10-13,45.4866943359375
2021-10-14,45.62895584106445
2021-10-15,46.18019485473633
2021-10-18,46.06461715698242
2021-10-19,46.6781005859375
2021-10-20,46.669212341308594
2021-10-21,46.36691665649414
2021-10-22,46.269107818603516
2021-10-25,46.50917053222656
2021-10-26,46.269107818603516
2021-10-27,45.89569091796875
2021-10-28,45.94013977050781
2021-10-29,45.27330780029297
2021-11-01,45.62895584106445
2021-11-02,45.219966888427734
2021-11-03,45.433353424072266
2021-11-04,45.32666015625
2021-11-05,45.27330780029297
2021-11-08,45.69119644165039
2021-11-09,45.51337432861328
2021-11-10,45.32666015625
2021-11-11,46.10907745361328
2021-11-12,46.233551025390625
2021-11-15,46.082401275634766
2021-11-16,46.14463424682617
2021-11-17,45.904579162597656
2021-11-18,45.344444274902344
2021-11-19,45.27330780029297
2021-11-22,44.908775329589844
2021-11-23,44.864322662353516
2021-11-24,44.80208206176758
2021-11-26,43.29949951171875
2021-11-29,43.46842575073242
2021-11-30,43.423973083496094
2021-12-01,43.584007263183594
2021-12-02,44.11748123168945
2021-12-03,43.4951057434082
2021-12-06,43.83296585083008
2021-12-07,44.52646255493164
2021-12-08,44.704280853271484
2021-12-09,44.490901947021484
2021-12-10,44.52646255493164
2021-12-13,43.8203239440918
2021-12-14,43.72111892700195
2021-12-15,43.59486770629883
2021-12-16,43.64897918701172
2021-12-17,43.432533264160156
2021-12-20,42.78321075439453
2021-12-21,43.50468444824219
2021-12-22,43.712100982666016
2021-12-23,43.937564849853516
2021-12-27,44.13596725463867
2021-12-28,43.99167251586914
2021-12-29,43.79326629638672
2021-12-30,44.29495620727539
2021-12-31,44.07840347290039
2022-01-03,44.39421463012695
2022-01-04,44.24081802368164
2022-01-05,43.51897048950195
2022-01-06,43.71747970581055
2022-01-07,44.114498138427734
2022-01-10,44.114498138427734
2022-01-11,45.13412094116211
2022-01-12,45.8830451965332
2022-01-13,45.233367919921875
2022-01-14,45.215328216552734
2022-01-18,44.41225814819336
2022-01-19,44.60175323486328
2022-01-20,44.86341857910156
2022-01-21,44.213748931884766
2022-01-24,43.591156005859375
2022-01-25,43.50993728637695
2022-01-26,42.95952224731445
2022-01-27,42.46324920654297
2022-01-28,42.670780181884766
2022-01-31,44.06937789916992
2022-02-01,44.34006881713867
2022-02-02,44.267887115478516
2022-02-03,43.79867935180664
2022-02-04,43.906959533691406
2022-02-07,43.81673812866211
2022-02-08,44.24081802368164
2022-02-09,44.935604095458984
2022-02-10,44.637840270996094
2022-02-11,43.96110916137695
2022-02-14,43.65431213378906
2022-02-15,44.60175323486328
2022-02-16,44.92658996582031
2022-02-17,44.40324020385742
2022-02-18,43.96110916137695
2022-02-22,43.3385009765625
2022-02-23,42.83320236206055
2022-02-24,41.94892501831055
2022-02-25,42.724918365478516
2022-02-28,42.16548538208008
2022-03-01,41.60603713989258
2022-03-02,41.678226470947266
2022-03-03,41.09171676635742
2022-03-04,40.2615852355957
2022-03-07,38.75470733642578
2022-03-08,38.88102722167969
2022-03-09,39.98186111450195
2022-03-10,39.232933044433594
2022-03-11,38.41182327270508
2022-03-14,37.48243713378906
2022-03-15,37.53657150268555
2022-03-16,40.559349060058594
2022-03-17,40.351810455322266
2022-03-18,40.92930221557617
2022-03-21,40.297672271728516
2022-03-22,41.028560638427734
2022-03-23,40.75785827636719
2022-03-24,40.97441482543945
2022-03-25,40.64958190917969
2022-03-28,40.78493118286133
2022-03-29,41.479713439941406
2022-03-30,41.3624153137207
2022-03-31,40.739810943603516
2022-04-01,41.41654968261719
2022-04-04,42.147430419921875
2022-04-05,41.371437072753906
2022-04-06,40.83004379272461
2022-04-07,40.50521469116211
2022-04-08,40.54130554199219
2022-04-11,40.036006927490234
2022-04-12,39.909671783447266
2022-04-13,40.43302536010742
2022-04-14,39.909671783447266
2022-04-18,39.774330139160156
2022-04-19,39.57582092285156
2022-04-20,39.34121322631836
2022-04-21,38.5832633972168
2022-04-22,38.240386962890625
2022-04-25,37.960662841796875
2022-04-26,37.13052749633789
2022-04-27,37.56364059448242
2022-04-28,38.10503387451172
2022-04-29,38.240386962890625
2022-05-02,38.186241149902344
2022-05-03,38.46596908569336
2022-05-04,38.88102722167969
2022-05-05,37.44634246826172
2022-05-06,36.93202209472656
2022-05-09,35.867279052734375
2022-05-10,36.03872299194336
2022-05-11,35.786067962646484
2022-05-12,35.55147171020508
2022-05-13,36.534996032714844
2022-05-16,36.390628814697266
2022-05-17,37.28392791748047
2022-05-18,36.390628814697266
2022-05-19,36.968109130859375
2022-05-20,37.12150192260742
2022-05-23,37.40122604370117
2022-05-24,36.751548767089844
2022-05-25,36.93202209472656
2022-05-26,37.509498596191406
2022-05-27,37.94261932373047
2022-05-31,38.47499084472656
2022-06-01,38.204288482666016
2022-06-02,38.86298751831055
2022-06-03,38.231361389160156
2022-06-06,38.43889236450195
2022-06-07,38.55619812011719
2022-06-08,38.76373291015625
2022-06-09,37.846458435058594
2022-06-10,37.42786407470703
2022-06-13,36.11747360229492
2022-06-14,36.61797332763672
2022-06-15,37.10026931762695
2022-06-16,35.9627799987793
2022-06-17,36.099281311035156
2022-06-21,36.68167495727539
2022-06-22,36.02648162841797
2022-06-23,36.13568115234375
2022-06-24,36.99107360839844
2022-06-27,37.03657150268555
2022-06-28,36.8090705871582
2022-06-29,36.66347122192383
2022-06-30,36.49057388305664
2022-07-01,36.2630729675293
2022-07-05,35.98098373413086
2022-07-06,35.76258087158203
2022-07-07,36.48147964477539
2022-07-08,36.48147964477539
2022-07-11,35.50778579711914
2022-07-12,35.37128448486328
2022-07-13,35.28938674926758
2022-07-14,34.97089385986328
2022-07-15,35.152896881103516
2022-07-18,35.398590087890625
2022-07-19,35.98098373413086
2022-07-20,35.8262825012207
2022-07-21,36.235774993896484
2022-07-22,35.87178421020508
2022-07-25,35.99918746948242
2022-07-26,35.717079162597656
2022-07-27,36.38138198852539
2022-07-28,36.53607940673828
2022-07-29,36.3631706237793
2022-08-01,36.05378723144531
2022-08-02,35.88087844848633
2022-08-03,36.16297912597656
2022-08-04,36.41777038574219
2022-08-05,36.45418167114258
2022-08-08,36.49967956542969
2022-08-09,36.3631706237793
2022-08-10,36.81816482543945
2022-08-11,36.963768005371094
2022-08-12,37.355064392089844
2022-08-15,37.182167053222656
2022-08-16,37.173065185546875
2022-08-17,37.01837158203125
2022-08-18,36.8090705871582
2022-08-19,36.30857467651367
2022-08-22,35.990081787109375
2022-08-23,36.18117904663086
2022-08-24,36.17207717895508
2022-08-25,36.954673767089844
2022-08-26,36.40867614746094
2022-08-29,36.18117904663086
2022-08-30,35.753482818603516
2022-08-31,35.88087844848633
2022-09-01,35.598785400390625
2022-09-02,35.27118682861328
2022-09-06,34.852596282958984
2022-09-07,35.1619873046875
2022-09-08,34.97089385986328
2022-09-09,35.48958969116211
2022-09-12,36.01737976074219
2022-09-13,34.907196044921875
2022-09-14,35.0800895690918
2022-09-15,34.70699691772461
2022-09-16,34.38850021362305
2022-09-19,34.49769592285156
2022-09-20,34.30659866333008
2022-09-21,33.73331069946289
2022-09-22,33.56951141357422
